FEI Number,Legal Name,State,Country/Area,Product Type,Action Taken Date,Action Type,Case/Injunction ID
3009674807,Neo Vision Co Ltd,-,-,Devices,2016-09-14,Warning Letter,506797
3010392991,Bellus Medical,Texas,United States,Devices,2016-09-13,Warning Letter,495955
3010462471,Mappel Industria de Embalagens S.A.,-,Brazil,Drugs,2016-09-12,Warning Letter,507230
3010402713,"INCYTO CO., LTD.",-,-,Devices,2016-09-08,Warning Letter,497916
3009486960,"Option Care Enterprises, Inc.",Washington,United States,Drugs,2016-09-07,Warning Letter,497908
2246954,"RAM Scientific, Inc.",Tennessee,United States,Devices,2016-09-06,Warning Letter,507046
3011158388,Nephron Sterile Compounding Center LLC,South Carolina,United States,Drugs,2016-09-02,Warning Letter,480214
3006572203,Dolan Central Illinois Compounding LLC dba Preckshot Professional Pharmacy,Illinois,United States,Drugs,2016-09-02,Warning Letter,487024
3005530267,"BBS Pharmacy, Inc. dba B&B Pharmacy",California,United States,Drugs,2016-09-02,Warning Letter,491629
3002806500,Biotronik SE & Co. KG,-,Germany,Devices,2016-09-01,Warning Letter,500732
3012143120,"Bio-Stasis International, Inc",California,United States,Drugs,2016-08-31,Warning Letter,496374
3003902721,HMD Biomedical Inc.,-,Taiwan,Devices,2016-08-31,Warning Letter,499698
3004364074,Lima & Pergher Industria e Comercio S/A,-,Brazil,Drugs,2016-08-26,Warning Letter,498366
3010532174,Pan Drugs Limited,-,India,Drugs,2016-08-25,Warning Letter,490052
3012080718,Jeffreys Drug Store,Pennsylvania,United States,Drugs,2016-08-25,Warning Letter,495144
3002644678,Elite Laboratories Inc.,New Jersey,United States,Drugs,2016-08-25,Warning Letter,496551
3006319851,James G Cole Inc dba ASN/Maxam Neutraceutics,Oregon,United States,Devices,2016-08-22,Seizure,471550
3001576820,CFP Acquisitions Inc.,Oklahoma,United States,Drugs,2016-08-19,Warning Letter,474607
3002773156,Xinxiang Pharmaceutical Co. Ltd.,-,China,Drugs,2016-08-19,Warning Letter,494134
3008259785,Xinxiang Tuoxin Pharmaceutical Co. Ltd,-,China,Drugs,2016-08-19,Warning Letter,494134
3009590582,"Central Admixture Pharmacy Services, Inc.",Pennsylvania,United States,Drugs,2016-08-19,Warning Letter,498479
3009590582,"Central Admixture Pharmacy Services, Inc.",Pennsylvania,United States,Drugs,2016-08-19,Warning Letter,498625
3004378804,Central Admixture Pharmacy Services Inc,California,United States,Drugs,2016-08-18,Warning Letter,497021
3010894019,"Brown's Compounding Center, Inc.",Colorado,United States,Drugs,2016-08-17,Warning Letter,490869
3011007486,Amniotic Therapies LLC,Texas,United States,Biologics,2016-08-17,Warning Letter,497439
3004485927,Simpro,Texas,United States,Devices,2016-08-17,Warning Letter,506504
2523348,Frontida BioPharm Inc,Pennsylvania,United States,Drugs,2016-08-15,Warning Letter,473486
1000117234,"College Pharmacy, Inc.",Colorado,United States,Drugs,2016-08-15,Warning Letter,492634
3002393819,Medical Specialties of California,-,United Kingdom,Devices,2016-08-15,Warning Letter,495212
3006972752,Stephanix,-,France,Devices,2016-08-12,Warning Letter,429819
3004414652,Unimark Remedies Limited,-,India,Drugs,2016-08-12,Warning Letter,483816
3008117347,Unimark Remedies Limited,-,India,Drugs,2016-08-12,Warning Letter,483816
3004562873,Valgene Incorporated dba Cape Drugs,Maryland,United States,Drugs,2016-08-12,Warning Letter,499626
3003735151,Zhejiang Hisoar Pharmaceutical Co. Ltd.,-,China,Drugs,2016-08-11,Warning Letter,486933
3008618917,Huzhou Aupower Sanitary Commodity,-,China,Drugs,2016-08-10,Warning Letter,499660
3011936057,"Jack P. Herick, Inc. dba Glades Drugs",Florida,United States,Drugs,2016-08-09,Warning Letter,494675
3011627411,Sentara Infusion Services,Virginia,United States,Drugs,2016-08-08,Warning Letter,494176
1000222037,Noven Pharmaceuticals Inc,Florida,United States,Drugs,2016-08-05,Warning Letter,479136
3009593803,W & R Investments  LLC  d.b.a. Laser Engineering,Massachusetts,United States,Devices,2016-08-05,Warning Letter,495980
3004578635,"The Wellness Center Pharmacy, Inc., dba Designer Drugs",Tennessee,United States,Drugs,2016-08-05,Warning Letter,496523
3005529799,Tosoh Bioscience Inc,Ohio,United States,Devices,2016-08-05,Warning Letter,505636
3003631275,Zhejiang Medicine Co. Ltd. Xinchang Pharmaceutical Factory,-,China,Drugs,2016-08-04,Warning Letter,493274
3011892601,"Nature Therapeutics, Inc.",California,United States,Drugs,2016-08-03,Seizure,488425
3005753836,"Savaria Concord Lifts, Inc.",-,Canada,Devices,2016-08-03,Warning Letter,498435
3002674295,"Ropack, Inc. (Site A & B)",-,Canada,Devices,2016-08-03,Warning Letter,499580
3011496736,ARCO2014,-,Italy,Devices,2016-08-03,Warning Letter,500510
3000204955,"Adamson Analytical Laboratories, Inc.",California,United States,Drugs,2016-08-02,Warning Letter,479304
3010940539,Plainsboro Pharmacy,New Jersey,United States,Drugs,2016-08-01,Warning Letter,493319
3004504906,"Techni Med, Inc. dba The Compounder",Illinois,United States,Drugs,2016-07-29,Warning Letter,493750
3010673777,Novastep,-,France,Devices,2016-07-28,Warning Letter,499206
3006594435,Concept Products Limited,-,China,Drugs,2016-07-26,Warning Letter,492797
3010589333,Carie Boyd Pharmaceuticals,Texas,United States,Drugs,2016-07-25,Warning Letter,461000
3011581046,"Kalman Health & Wellness, Inc.",Illinois,United States,Drugs,2016-07-25,Warning Letter,487023
3008688061,"American Pharmacy of Illinois, Inc. dba Alwan Pharmacy and Compounding Center",Illinois,United States,Drugs,2016-07-22,Warning Letter,493734
3002708794,Diabetes Corporation of America,Tennessee,United States,Drugs,2016-07-21,Warning Letter,488445
3010307355,Xiamen Origin Biotech Co. Ltd.,-,China,Drugs,2016-07-19,Warning Letter,496704
3006512913,Beyond Technology Corporation Nanchang,-,China,Devices,2016-07-19,Warning Letter,497078
3008815009,GenPak Solutions LLC,Ohio,United States,Drugs,2016-07-12,Warning Letter,480257
3003095373,Regional  Radiology,New Jersey,United States,Devices,2016-07-11,Warning Letter,500634
3011364861,"Health Innovations Pharmacy, Inc",North Carolina,United States,Drugs,2016-07-08,Warning Letter,489187
2241583,"Pharmaceutical Innovations, Inc.",New Jersey,United States,Devices,2016-07-06,Injunction,243
3011430551,"Brookfield Medical/Surgical Supplies, Inc.",Connecticut,United States,Drugs,2016-07-06,Warning Letter,492682
1000166776,SmithKline Beecham Limited,-,United Kingdom,Drugs,2016-06-30,Warning Letter,484697
3001236812,TriMed Inc.,California,United States,Devices,2016-06-30,Warning Letter,494255
3010984686,American Specialty Pharmacy,Texas,United States,Drugs,2016-06-28,Warning Letter,476162
3003947557,"John D. Gabriel, MD",Texas,United States,Drugs,2016-06-28,Warning Letter,498355
3010166847,"Guangzhou Haishi Biological Technology Co., Ltd.",-,China,Drugs,2016-06-22,Warning Letter,490848
3005180755,"Coastal Meds, LLC",Mississippi,United States,Drugs,2016-06-22,Warning Letter,490967
3006560479,Chongqing Lummy Pharmaceutical Co. Ltd.,-,China,Drugs,2016-06-22,Warning Letter,494702
3007931994,Fleming Laboratories Limited,-,India,Drugs,2016-06-21,Warning Letter,438607
3006747805,Jiangsu ZW Pharmaceuticals Co. Ltd.,-,China,Drugs,2016-06-21,Warning Letter,471212
3011396023,Innovative Compounding Pharmacy,California,United States,Drugs,2016-06-20,Warning Letter,484658
3012095980,Best Bentonite,Oklahoma,United States,Drugs,2016-06-17,Warning Letter,494502
3006895951,"Shanghai Desano Chemical Pharmaceutical Co., Ltd.",-,China,Drugs,2016-06-16,Warning Letter,489712
3011461901,Centro Naturista,Texas,United States,Drugs,2016-06-16,Warning Letter,492272
1626573,S.R. Burzynski Manufacturing Facility,Texas,United States,Drugs,2016-06-13,Warning Letter,495205
1035166,Oscor Inc.,Florida,United States,Devices,2016-06-13,Warning Letter,496385
3011504027,The Compounding Pharmacy of America,Tennessee,United States,Drugs,2016-06-09,Warning Letter,476703
3008796216,Lesa Sverid,Massachusetts,United States,Drugs,2016-06-07,Injunction,303
3004600183,"Millers of Wyckoff, Inc.",New Jersey,United States,Drugs,2016-06-07,Warning Letter,484793
3003780900,"People's Custom Rx and Clinical Care, LLC",Tennessee,United States,Drugs,2016-06-06,Warning Letter,494668
3011286349,"Qualgen, LLC",Oklahoma,United States,Drugs,2016-06-03,Warning Letter,495946
3013399500,General Medical Company,Florida,United States,Devices,2016-06-02,Warning Letter,487525
3012278106,Anil Gangwani,-,India,Drugs,2016-06-02,Warning Letter,495560
3012260654,KABS Software,-,Germany,Drugs,2016-06-02,Warning Letter,495561
3012264388,Nurettin Yagmur Bokurt,-,Turkey,Drugs,2016-06-02,Warning Letter,495561
3005619263,TYRX Inc.,New Jersey,United States,Devices,2016-06-02,Warning Letter,497549
2244646,General Devices Llc,New Jersey,United States,Devices,2016-06-01,Warning Letter,475178
3001878625,Ko Da Pharmaceutical Co Ltd,-,Taiwan,Drugs,2016-05-27,Warning Letter,486598
3009474948,Austin Biotechnology Inc.,-,Taiwan,Drugs,2016-05-27,Warning Letter,486659
3009117944,Mooncup LTD,-,United Kingdom,Devices,2016-05-27,Warning Letter,495541
3003714383,"Orthosoft, Inc. dba Zimmer CAS",-,Canada,Devices,2016-05-27,Warning Letter,496307
3007284006,Spectranetics Corporation,Colorado,United States,Devices,2016-05-23,Warning Letter,491979
3011656880,PCP LV LLC dba Pinnacle Compounding Pharmacy,Nevada,United States,Drugs,2016-05-23,Warning Letter,492707
3001229385,Latina Pharma S.p.A.,-,Italy,Drugs,2016-05-20,Warning Letter,484369
3011454550,"Neuralight HD, LLC",California,United States,Drugs,2016-05-20,Warning Letter,485066
3005694111,Megafine Pharma (P) Limited,-,India,Drugs,2016-05-19,Warning Letter,479195
3011509553,RXQ Compounding LLC,Ohio,United States,Drugs,2016-05-19,Warning Letter,491670
3011595566,Jose Giron,Florida,United States,Drugs,2016-05-19,Warning Letter,494148
3003687986,Mytilini Enterprises LLC dba Bedford Pharmacy Inc.,New Hampshire,United States,Drugs,2016-05-18,Warning Letter,486159
3005761912,BBT Biotech Gmbh,-,Germany,Drugs,2016-05-16,Warning Letter,490149
3003572099,Qiagen Sciences LLC,Maryland,United States,Devices,2016-05-16,Warning Letter,490174
3003824921,"Helica Instruments, Ltd.",-,United Kingdom,Devices,2016-05-13,Warning Letter,491658
3002939122,Hindustan Syringes & Medical Devices Ltd.,-,India,Devices,2016-05-13,Warning Letter,494040
3006986091,"Tai Heng Industry Co., Ltd.",-,China,Drugs,2016-05-12,Warning Letter,489692
3011669995,"Somnowell, Inc.",Tennessee,United States,Devices,2016-05-12,Warning Letter,493804
3009295662,Economax Llc,New York,United States,Drugs,2016-05-06,Warning Letter,488406
3010690960,Unknown IMF,-,-,Drugs,2016-05-06,Warning Letter,488406
3009422393,"Banner Pharmacy Services, LLC",Arizona,United States,Drugs,2016-05-05,Warning Letter,481380
3003735408,F.P. Rubinstein Y Cia SRL,-,Argentina,Devices,2016-05-05,Warning Letter,491271
3010810839,Avenue Pharmacy Inc dba Pathway Pharmacy,Florida,United States,Drugs,2016-04-29,Injunction,276
3011193301,"PharmaLogic CSP, Inc.",West Virginia,United States,Drugs,2016-04-29,Warning Letter,460851
3010055376,"Service First Pharmacies Inc, dba Madison Drugs",Alabama,United States,Drugs,2016-04-27,Warning Letter,492312
1000516325,Lincare Inc,Arkansas,United States,Drugs,2016-04-25,Warning Letter,492840
3011630209,"Hartley Medical Center Pharmacy, Incorporated",California,United States,Drugs,2016-04-21,Warning Letter,483574
3007287078,Polydrug Laboratories Pvt. Ltd.,-,India,Drugs,2016-04-14,Warning Letter,477491
3012022989,Ultimate Weight Loss Co.,Florida,United States,Drugs,2016-04-14,Warning Letter,490761
3004516706,Florida Institute for Reproductive Sciences and Technologies,Florida,United States,Biologics,2016-04-14,Warning Letter,490876
3009788810,"Spot On Sciences, Inc.",Texas,United States,Devices,2016-04-12,Warning Letter,487059
3006406317,"Apotheca Supply, Inc",Alabama,United States,Drugs,2016-04-07,Warning Letter,460921
3010157885,Oeyama-Moto Medical Foundation,California,United States,Drugs,2016-04-07,Warning Letter,489724
2020277,Advanced Vision Science Inc,California,United States,Devices,2016-04-06,Warning Letter,480893
3005280525,Sri Krishna Pharmaceuticals Limited,-,India,Drugs,2016-04-01,Warning Letter,472869
3011596842,"Oeyama-Moto-Medical Group Foundation, LLC",California,United States,Drugs,2016-03-29,Warning Letter,490273
3011593655,"Benedict S. Liao, M.D.",California,United States,Drugs,2016-03-29,Warning Letter,491395
3009032449,"Eclipse Medcorp, LLC",Texas,United States,Devices,2016-03-28,Warning Letter,486062
3011402879,The Wellness Pharmacy,Virginia,United States,Drugs,2016-03-23,Warning Letter,483891
3008231170,"Infusion Options, Inc.",New York,United States,Drugs,2016-03-21,Warning Letter,442882
1017687,"PAI Holdings, LLC. dba Pharmaceutical Associates Inc",South Carolina,United States,Drugs,2016-03-21,Warning Letter,485916
2021743,Grams Medical Inc.,California,United States,Devices,2016-03-17,Warning Letter,482761
1118880,Terumo Medical Corporation,Maryland,United States,Devices,2016-03-17,Warning Letter,483231
3008872140,"Miami Fat Supply, Inc",Florida,United States,Devices,2016-03-17,Warning Letter,485740
3010269387,MRI Imaging Specialist,Georgia,United States,Devices,2016-03-17,Warning Letter,491669
3002401385,Custom Compounding Center,Arkansas,United States,Drugs,2016-03-16,Warning Letter,481888
3009450328,Black Onyx World Llc dba Alikay Naturals,Florida,United States,Drugs,2016-03-16,Warning Letter,489587
3002127548,Liberty Drug & Surgical,New Jersey,United States,Drugs,2016-03-14,Warning Letter,485027
3010922197,"Complete Pharmacy and Medical Solutions, LLC.",Florida,United States,Drugs,2016-03-10,Warning Letter,476080
3005151526,DrNaturalHealing Inc.,Delaware,United States,Drugs,2016-03-10,Warning Letter,476817
3008364285,Jubilant Draximage Radiopharmacies Inc,Missouri,United States,Drugs,2016-03-10,Warning Letter,480877
3011714464,"Cheta Nand, M.D.",Washington,United States,Drugs,2016-03-10,Warning Letter,489594
3003718003,Essential Pharmacy Compounding,Nebraska,United States,Drugs,2016-03-10,Warning Letter,489638
3011947633,"Vivek K. Reddy, MD",Pennsylvania,United States,Devices,2016-03-04,Warning Letter,487115
3005151215,Emcure Pharmaceuticals Limited,-,India,Drugs,2016-03-03,Warning Letter,455201
3011610893,ALV Supplement Direct,Minnesota,United States,Drugs,2016-03-03,Warning Letter,471165
3009264169,Aussimed Ltd,-,Germany,Devices,2016-03-03,Warning Letter,490041
3005575604,SureTek Medical,South Carolina,United States,Devices,2016-03-03,Warning Letter,491438
3010772758,Innovative Sterilization Technologies LLC,Ohio,United States,Devices,2016-03-02,Warning Letter,485178
3011063643,Pikeville Medical Center Inc Institutional Review Committee,Kentucky,United States,Drugs,2016-03-01,Warning Letter,484248
3003434972,"Wedgewood Connect, LLC",California,United States,Drugs,2016-02-29,Warning Letter,477540
3011130315,Diversified Pharmacy Inc dba University Compounding Pharmacy,Michigan,United States,Drugs,2016-02-26,Warning Letter,470499
1318360,"Repro-Med Systems, Inc.",New York,United States,Devices,2016-02-26,Warning Letter,478416
3011071528,Jamaica Hospital Medical Center IRB,New York,United States,Drugs,2016-02-24,Warning Letter,486430
1642813,Chemolee Lab Corporation,Texas,United States,Drugs,2016-02-23,Warning Letter,471198
3011696997,Alexander Neumeister,Connecticut,United States,Drugs,2016-02-19,Warning Letter,485225
1000547811,Implants International Ltd.,-,United Kingdom,Devices,2016-02-18,Warning Letter,482877
3009526096,C WORLD KSG CORPORATION,-,Philippines,Devices,2016-02-18,Warning Letter,486278
3011496275,Lucy's Weight Loss (dba. Waisted With Lucy),Texas,United States,Drugs,2016-02-17,Warning Letter,484765
1926719,Sharim Distributing Co Inc,Missouri,United States,Drugs,2016-02-11,Warning Letter,482681
3009724085,Olympia Compounding Pharmacy,Florida,United States,Drugs,2016-02-04,Warning Letter,477480
3011786796,"Morguetorium, LLC",Texas,United States,Drugs,2016-02-04,Warning Letter,479703
3013579087,MICHIGAN HERBAL REMEDIES,Michigan,United States,Drugs,2016-02-04,Warning Letter,480780
3011800285,Tasty Hemp Oil,Michigan,United States,Drugs,2016-02-04,Warning Letter,480780
3011789859,PainBomb,New Mexico,United States,Drugs,2016-02-04,Warning Letter,481533
3011899117,HealthyHempOil.com,Texas,United States,Drugs,2016-02-04,Warning Letter,482326
3002806497,"Bedfont Scientific, Ltd.",-,United Kingdom,Devices,2016-02-04,Warning Letter,486205
3011221464,Eolane Vailhauques,-,France,Devices,2016-02-04,Warning Letter,486438
3011832518,Berwickshire Electronic Manufacturing Ltd.,-,United Kingdom,Devices,2016-02-04,Warning Letter,486920
3011123993,Infusion Systems of SW Florida Inc. dba Myerlee Pharmacy,Florida,United States,Drugs,2016-02-03,Warning Letter,478447
3011609084,"Better Rx, LLC",Texas,United States,Drugs,2016-02-02,Warning Letter,484258
3007942369,"Fallon Wellness Pharmacy, L.L.C.",New York,United States,Drugs,2016-02-01,Warning Letter,485889
3002807297,Ipca Laboratories Limited,-,India,Drugs,2016-01-29,Warning Letter,442963
3005977675,Ipca Laboratories Limited,-,India,Drugs,2016-01-29,Warning Letter,442963
3007574780,Ipca Laboratories Limited,-,India,Drugs,2016-01-29,Warning Letter,442963
3011278953,"Physician Preferred Medical, LLC",Oklahoma,United States,Drugs,2016-01-20,Warning Letter,482926
3006733253,"Shenzhen Creative Industry Co., Ltd.",-,China,Devices,2016-01-15,Warning Letter,484188
3004268965,HTO Nevada Inc DBA Kirkman,Oregon,United States,Drugs,2016-01-13,Warning Letter,473118
3010087152,"Downing Labs, LLC",Texas,United States,Drugs,2016-01-08,Injunction,258
3010605876,Coapt LLC,Illinois,United States,Devices,2016-01-08,Warning Letter,448309
3005734706,MasterPharm LLC,New York,United States,Drugs,2016-01-08,Warning Letter,483426
3002249830,"Isolux, LLC",California,United States,Devices,2016-01-08,Warning Letter,486738
3002832763,"DiamoDent, Inc.",California,United States,Devices,2016-01-05,Warning Letter,474517
3007719313,"Zhejiang Hisun Pharmaceutical Co., Ltd.",-,China,Drugs,2016-01-04,Warning Letter,475849
3011681925,Irvine Stem Cell Treatment Center,California,United States,Biologics,2015-12-30,Warning Letter,483320
3011770053,Manhattan Regenerative Medicine Medical Group,New York,United States,Biologics,2015-12-30,Warning Letter,483320
3011711898,Miami Stem Cell Treatment Center,Florida,United States,Biologics,2015-12-30,Warning Letter,483320
3002808267,LivaNova Deutschland GmbH,-,Germany,Devices,2015-12-29,Warning Letter,484629
1718850,LivaNova USA Inc.,Colorado,United States,Devices,2015-12-29,Warning Letter,484629
3002984011,ZYDUS LIFESCIENCES LIMITED,-,India,Drugs,2015-12-23,Warning Letter,471062
3006595385,Zydus Lifesciences Limited,-,India,Drugs,2015-12-23,Warning Letter,471062
3011616347,"SonicLife.com, LLC",Oregon,United States,Devices,2015-12-22,Warning Letter,476151
3002513507,"Oculo-Plastik, Inc.",-,Canada,Devices,2015-12-22,Warning Letter,481113
3011014614,Ionia Pharmacy,California,United States,Drugs,2015-12-22,Warning Letter,481357
3005770977,"ARB Medical, LLC",Minnesota,United States,Devices,2015-12-22,Warning Letter,482215
3007327618,TFS MANUFACTURING PTY LTD,-,Australia,Devices,2015-12-21,Warning Letter,480653
3005472652,VP Pharmacy Partners LLC,Kentucky,United States,Drugs,2015-12-18,Warning Letter,455964
3011357279,"Tri-Med, Inc. dba Advanced Care Infusion-Shelby",Michigan,United States,Drugs,2015-12-18,Warning Letter,478092
3002809586,Sun Pharmaceutical Industries Ltd.,-,India,Drugs,2015-12-17,Warning Letter,458804
3005440817,Chan Yat Hing Medicine Factory,-,-,Drugs,2015-12-15,Warning Letter,483443
3010392997,"Elite Massagers, LLC.",Texas,United States,Devices,2015-12-11,Warning Letter,470283
3011412185,Montana Compounding Pharmacy PC,Montana,United States,Drugs,2015-12-11,Warning Letter,477564
3010658018,The One Minute Miracle Inc.,Florida,United States,Drugs,2015-12-11,Warning Letter,478211
3011152407,AnazaoHealth Corporation,Nevada,United States,Drugs,2015-12-09,Warning Letter,460480
3004483463,"Coast Quality Pharmacy, LLC dba Anazao Health",Florida,United States,Drugs,2015-12-09,Warning Letter,460480
3002885426,"LAR NE, LLC",Florida,United States,Devices,2015-12-09,Warning Letter,484773
3004215929,Cotronic Technology Limited,-,China,Devices,2015-12-01,Warning Letter,481155
1000120311,"Medisca, Inc.",New York,United States,Drugs,2015-11-25,Warning Letter,428290
3011511692,"Xiantao Tongda Non-woven Products Co., Ltd.",-,China,Devices,2015-11-25,Warning Letter,483752
3002808077,"Sagami Rubber Industries Co., Ltd.",-,Japan,Devices,2015-11-24,Warning Letter,481765
3007557677,E-Care Technology Corp.,-,Taiwan,Devices,2015-11-24,Warning Letter,482261
3005404334,Herniamesh S.r.l,-,Italy,Devices,2015-11-23,Warning Letter,480085
3006122980,"Okamoto Industries, Inc.",-,Japan,Devices,2015-11-23,Warning Letter,480261
3008069988,"Neurotris, Inc. dba A1 Engineering",California,United States,Devices,2015-11-18,Warning Letter,457666
2022073,"McGuff Pharmaceuticals, Inc. DBA McGuff Outsourcing Solutions",California,United States,Drugs,2015-11-13,Warning Letter,481444
3010490167,"Edge Pharma, LLC",Vermont,United States,Drugs,2015-11-12,Warning Letter,447006
2246811,Monmouth Medical Center IRB,New Jersey,United States,Drugs,2015-11-10,Warning Letter,480052
3013995812,Heritage Pharmaceuticals Inc,New Jersey,United States,Drugs,2015-11-05,Warning Letter,474306
3005447965,Dr. Reddy's Laboratories Limited,-,India,Drugs,2015-11-05,Warning Letter,481160
3002949085,Dr. Reddy's Laboratories Limited CTO VI,-,India,Drugs,2015-11-05,Warning Letter,481160
3006549835,Dr. Reddy's Laboratories Ltd.,-,India,Drugs,2015-11-05,Warning Letter,481160
3007566070,Linkwin Technology Co Ltd,-,Taiwan,Devices,2015-11-05,Warning Letter,481537
3008198213,"Dongguan Jianwei Electronics Products Co., Ltd.",-,China,Devices,2015-11-05,Warning Letter,481637
3005084110,"Advanced Physician Solutions, Inc.",California,United States,Drugs,2015-11-03,Warning Letter,451122
3003737804,Sandoz Private Limited,-,India,Drugs,2015-11-02,Warning Letter,445532
3004944629,Sandoz Private Limited,-,India,Drugs,2015-11-02,Warning Letter,445532
3000204189,"WalkMed, LLC",Colorado,United States,Devices,2015-11-02,Warning Letter,476038
3005327291,"Shanghai Neo-Medical Import & Export Co., Ltd.",-,China,Devices,2015-11-02,Warning Letter,477444
3001617778,"Thomas S. Tooma, M.D.",California,United States,Drugs,2015-11-02,Warning Letter,480387
3004969894,Triangle Compounding Pharmacy Inc,North Carolina,United States,Drugs,2015-11-02,Warning Letter,480724
3002807433,Prodimed SAS,-,France,Devices,2015-11-02,Warning Letter,481475
3009606551,"CrystalBraces, LLC.",Texas,United States,Devices,2015-10-30,Warning Letter,482239
3011807317,"CrystalBraces, LLC.",Texas,United States,Devices,2015-10-30,Warning Letter,482239
3010490876,Texas Biostetic Instruments,Texas,United States,Devices,2015-10-28,Warning Letter,452796
3010955218,Johnson Memorial Cancer Center,Connecticut,United States,Drugs,2015-10-28,Warning Letter,473641
3004971302,"Auxigen Pharmaceutical, LLC",Indiana,United States,Drugs,2015-10-27,Warning Letter,442197
3009032449,"Eclipse Medcorp, LLC",Texas,United States,Biologics,2015-10-27,Warning Letter,478778
3004829691,DONGGUAN SHIN YI HEALTHCARE PRODUCTS FACTORY,-,China,Devices,2015-10-27,Warning Letter,481365
3003675391,Cardionics SA,-,Belgium,Devices,2015-10-21,Warning Letter,478690
1972829,SSM Health Care St. Louis DBA SSM St. Clare Health Center,Missouri,United States,Drugs,2015-10-19,Warning Letter,456683
3003631667,Digitimer Ltd.,-,United Kingdom,Devices,2015-10-19,Warning Letter,479856
3010024048,TopLife International,-,China,Drugs,2015-10-15,Warning Letter,477518
3011695988,Seeds of Light Enterprises,Florida,United States,Drugs,2015-10-15,Warning Letter,477518
1000369487,77 Elektronika Kft.,-,Hungary,Devices,2015-10-08,Warning Letter,458367
3004022340,2035 PMA,South Dakota,United States,Devices,2015-10-06,Injunction,249
3010387657,QLasers PMA,South Dakota,United States,Devices,2015-10-06,Injunction,249
3011417907,"Gregory J. Tracey, M.D.",New Jersey,United States,Drugs,2015-10-06,Warning Letter,478383
3005090771,"Hubei Weikang Protective Products Co., Ltd.",-,China,Devices,2015-10-06,Warning Letter,478843
1000522686,"Gentell, Inc",Pennsylvania,United States,Devices,2015-10-05,Warning Letter,479251
1832462,Panoramic Corp.,Indiana,United States,Devices,2015-10-01,Warning Letter,472841
3004473533,"Lusys Laboratories, Inc.",California,United States,Devices,2015-09-30,Warning Letter,453362
3010562742,Argo Medical Technologies Inc.,Massachusetts,United States,Devices,2015-09-30,Warning Letter,473462
1000120768,"GeoTec, Inc.",Rhode Island,United States,Devices,2015-09-30,Warning Letter,480160
3009770724,"Banyan Medical, LLC",Rhode Island,United States,Devices,2015-09-30,Warning Letter,480163
1000116130,"Merge Healthcare, Inc.",Wisconsin,United States,Devices,2015-09-30,Warning Letter,480372
3004936110,St. Jude Medical,Georgia,United States,Devices,2015-09-30,Warning Letter,480398
3005202703,Unimark Remedies Ltd.,-,India,Drugs,2015-09-29,Warning Letter,429340
1000121499,"Mihalko Medical, LLC",Pennsylvania,United States,Drugs,2015-09-29,Warning Letter,480933
1000135614,Aros Surgical Instruments Corporation,Pennsylvania,United States,Devices,2015-09-25,Warning Letter,452629
3003929882,"Medsource, Inc.",Rhode Island,United States,Devices,2015-09-24,Warning Letter,460224
3003427273,"Genesis Biosystems, Inc",Texas,United States,Devices,2015-09-21,Warning Letter,451146
1000220636,"International Medical Development, Inc.",Utah,United States,Devices,2015-09-17,Warning Letter,456906
3008478369,Ferrosan Medical Devices A/s,-,Denmark,Devices,2015-09-16,Warning Letter,474404
1825380,St Joseph Mercy Oakland Instiutional Review Board,Michigan,United States,Devices,2015-09-15,Warning Letter,470506
3009265194,"REMINGTON MEDICAL, S.A.",-,-,Devices,2015-09-14,Warning Letter,441113
3011139882,"United Bio Research, Inc.",California,United States,Devices,2015-09-14,Warning Letter,452931
3002806725,Corin Ltd,-,United Kingdom,Devices,2015-09-14,Warning Letter,461343
3008808138,"Thai Nippon Rubber Industry Co., Ltd.",-,Thailand,Devices,2015-09-14,Warning Letter,476825
1315551,"CMP Industries, Llc",New York,United States,Devices,2015-09-09,Warning Letter,471709
1000492333,Jaychem Industries Ltd,-,New Zealand,Drugs,2015-09-04,Warning Letter,439683
3007617183,"Vertebral Technologies, Inc.",California,United States,Devices,2015-09-04,Warning Letter,453675
3001588913,Bio-Rad Laboratories GmbH,-,Germany,Devices,2015-09-03,Warning Letter,457793
3001665564,Ortho Clinical Diagnostics Gmbh,-,Germany,Devices,2015-09-03,Warning Letter,457877
1824234,"Auric Enterprises, Inc. D.B.A. Diack",Michigan,United States,Devices,2015-09-03,Warning Letter,476106
3003263118,Pan Drugs Ltd.,-,India,Drugs,2015-09-02,Warning Letter,446630
3002806863,D.O.R.C. Dutch Opthalmic Research Center Intl B.V.,-,Netherlands,Devices,2015-09-01,Warning Letter,453349
3008434522,Amico Beds Corporation,-,Canada,Devices,2015-09-01,Warning Letter,470343
3000718985,Troy Innovative Instruments Inc,Ohio,United States,Devices,2015-09-01,Warning Letter,477968
3010450840,"Specialty Medicine Compounding Pharmacy, P.C.",Michigan,United States,Drugs,2015-08-31,Warning Letter,441264
3006897899,Global Medical Production Co Ltd,-,China,Devices,2015-08-28,Warning Letter,475365
3011074473,Option Care,Texas,United States,Drugs,2015-08-27,Warning Letter,454500
3004892080,"Ultroid Technologies, Inc.",Florida,United States,Devices,2015-08-27,Warning Letter,461451
3003964343,Cellestis Inc,California,United States,Devices,2015-08-26,Warning Letter,458031
3003803516,High Spot Health Technology Co. Ltd.,-,Taiwan,Devices,2015-08-25,Warning Letter,471170
